EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
2012-2-25,2068-11-13,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-25,2069-11-14,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-25,2070-11-13,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-25,2071-11-13,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-25,2072-11-13,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-25,2073-11-14,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-25,2074-11-13,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-25,2075-11-13,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-25,2076-11-13,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-25,2077-11-13,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-25,2078-11-13,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-25,2079-11-13,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-26,2065-11-15,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-26,2066-11-14,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-26,2067-11-14,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-26,2068-11-14,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-26,2069-11-15,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-26,2070-11-14,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-26,2071-11-14,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-26,2072-11-14,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-26,2073-11-15,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-26,2074-11-14,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-26,2075-11-14,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-26,2076-11-14,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-26,2077-11-14,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-26,2078-11-14,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-26,2079-11-14,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-27,2065-11-16,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-27,2066-11-15,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-27,2067-11-15,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-27,2068-11-15,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-27,2069-11-16,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-27,2070-11-15,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-27,2071-11-15,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-27,2072-11-15,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-27,2073-11-16,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-27,2074-11-15,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-27,2075-11-15,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-27,2076-11-15,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-27,2077-11-15,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-27,2078-11-15,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-27,2079-11-15,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
